,comment
26882,"unpeeled, cut into 1/4 -inch cubes"
26883,"or 4, from one bunch"
26884,"white and light green parts only, sliced and cleaned optional"
26885,"chopped, plus 1 small clove, cut in half"
26886,"russets or yukon golds, peeled and cut in large dice"
26887,made with a bay leaf and 2 sprigs each parsley and thyme
26888,"clear, plus about one ounce more for rimming the glasses"
26889,"dark, like godiva"
26890,like absolut peppar
26891,"crowns broken or cut into small florets, stems peeled and diced"
26892,"stems removed, caps quartered"
26893,"plump,minced"
26894,"white and light green parts only, sliced"
26895,sliced and drained on paper towels
26896,soak rice sticks in hot water for 20 minutes
26897,for dish
26898,plus some for dish
26899,"good quality, melted"
26900,"see recipe for apple crisp, or use store-bought"
26901,cut into serving pieces with breast quartered
26902,"ground, or as needed"
26903,"thick, like greek yogurt"
26904,"toasted, for garnish"
26905,"small, such as penne or conchiglie, optional"
26906,"stemmed, seeded and cut into 1-inch pieces"
26907,hulled untoasted
26908,"husked, rinsed, and coarsely chopped, or 2 13-ounce cans, drained"
26909,"or 1/2 jalapeño more to taste, stemmed and roughly chopped"
26910,"coarsely chopped, soaked for 5 minutes in cold water, drained and rinsed"
26911,cored and cut into 1-inch pieces
26912,"packed chopped, plus additional for garnish"
26913,plus 2 teaspoons fresh
26914,"sliced, plus berry for garnish"
26915,"fresh, slivered, juiced in garlic press"
26916,"hard, about 1 large or 2 to 3 small ones"
26917,"boneless, skinless, cut into 1-inch strips"
26918,"or 2, seeded if desired and finely chopped"
26919,"chopped, to taste"
26920,"ripe but not too soft, cut into tiny dice"
26921,very finely diced
26922,seeded if desired and finely chopped
26923,"chopped, to taste, plus several sprigs for garnish"
26924,peeled and cut into tiny dice
26925,"roasted,coarsely chopped"
26926,"crust removed, torn into small pieces about 2 cups"
26927,scrambled
26928,"thinly sliced,chopped"
26929,cleaned and finely chopped about 1 cup
26930,"fresh,of any provenance"
26931,"casing removed,crumbled"
26932,"preferably san marzano, seeds removed"
26933,"medium-size, about 6, diced"
26934,"about 2 cups fresh or frozen, stems removed"
26935,cut into chunks optional
26936,like yellow or white
26937,"fresh, cut into coins"
26938,"juice of,or more"
26939,"like grapeseed or corn, or extra virgin olive oil"
26940,"1 stick cold, cut into about 8 pieces, more for dish"
26941,seeded and sliced about 5 large
26942,stones in or pitted
26943,4 to 5 ounces each in shell weight
26944,"packed, finely chopped"
26945,or 20 small precooked canned or vacuum-packed
26946,"peeled and mostly quartered, root end attached"
26947,"chilled boiled,for serving, optional"
26948,"medium, peeled, deveined and cut in 3/4-inch pieces"
26949,"thinly sliced, white and green parts separated"
26950,cooked fresh or thawed frozen
26951,"white and light green parts only, trimmed, cut in half lengthwise, washed thoroughly and cut in 1/2-inch slices"
26952,"halved, green shoots removed and thinly sliced"
26953,short- or long-grain
26954,"freshly squeezed, for garnish"
26955,quartered lengthwise
26956,lightly packed thinly sliced
26957,halved crosswise and quartered lengthwise
26958,mixed chopped fresh
26959,from unsprayed plants
26960,to top mint sprig
26961,"cleaned, sliced into rings, tentacles cut in half lengthwise if large"
26962,"or 4, cut into rings, optional"
26963,or 2 chamomile tea bags
26964,"cubed, about 1 small cantaloupe"
26965,"chopped, about 1 large sprig"
26966,or to taste see recipe
26967,to taste see recipe
26968,"casings removed, crumbled"
26969,"ripe,peeled"
26970,"crustless, finely diced"
26971,"ripe, halved, pitted and peeled"
26972,"chilled boiled,depending on size, optional"
26973,"juiced, optional"
26974,"separated into cloves, peeled"
26975,"ground, optional"
26976,"ripe, halved or quartered if small, diced if large"
26977,"or 1 pound mozzarella cheese, diced optional"
26978,"pitted, halved, or 1/2 cup pitted green olives, chopped, or 3 tablespoons capers optional"
26979,"chopped fresh,basil, parsley, mint, chives, cilantro, scallion tops, or a combination, more for garnish"
26980,"freshly grated zest of, optional"
26981,"like fusilli, farfalle or penne"
26982,"fresh or dry, preferably whole wheat"
26983,"fresh, trimmed, strings removed if necessary, and broken in half if very long"
26984,"plump, minced more to taste"
26985,i like to use a very good coarse sea salt or fleur de sel for this
26986,"crumbled, about 1/2 cup"
26987,penne or fusilli are good choices
26988,"ripe, peeled"
26989,"stale,crusts removed and diced or torn into pieces about 2 1/2 cups diced or torn up bread"
26990,"halved, green shoots removed, coarsely chopped"
26991,"more to taste, plus additional for drizzling"
26992,"for garnish diced, or, for a spicy twist, diced poblano pepper"
26993,"ripe, seeded and diced; or 1 small watermelon, seeded and diced; or 1 pineapple, diced, or other fruit, similarly prepared"
26994,"more or less, to taste, optional"
26995,"chopped, optional"
26996,"free of gums and stabilizers or buttermilk, or a mixture of the two"
26997,"ripe but firm,cut in small dice"
26998,finely minced or pureed with a little salt in a mortar and pestle
26999,"freshly ground,to taste optional"
27000,"6 to 8 ounces each, preferably center cut and about 3/4-inch thick"
27001,"ribs removed, leaves torn into pieces"
27002,about 1 1/8 cups
27003,roasted and diced
27004,"peeled, seeded and diced; or 1 14-ounce can diced tomatoes, with juice"
27005,"or 2 plump, to taste, minced"
27006,"freshly grated, or 2 ounces crumbled goat cheese 1/2 cup, tightly packed"
27007,"rinsed, soaked for several hours or overnight in 1 quart water"
27008,"diced,or a combination"
27009,"freshly squeezed,more to taste"
27010,crumbled about 1/2 cup
27011,sliced extra thin
27012,"pickled, optional"
27013,"cubanelle, anaheim, bell or a combination"
27014,"freshly cracked,optional"
27015,stripped of their kernels 2 to 3 cups
27016,"ripe, pitted, peeled and chopped"
27017,"fresh, like thai, seeded and minced"
27018,"chopped fresh, more or less"
27019,"or 3 large, pitted and sliced"
27020,more for grill
27021,"2 pounds each, cleaned"
27022,"large, in slices 1/2 -inch thick"
27023,"ripe purple-skinned, red-fleshed"
27024,such as a beaujolais
27025,"ripe, 2 very generous pints, hulled"
27026,"mild flavored, such as clover or acacia more to taste"
27027,available in middle eastern markets
27028,"chopped or slivered fresh, for garnish"
27029,"mild flavored, such as clover or acacia to taste"
27030,lightly toasted slivered
27031,"very ripe, either orange-fleshed or green, about 5 pounds, halved, seeds discarded"
27032,plus 1 teaspoon freshly squeezed
27033,"to 2 teaspoons, see note, to taste"
27034,like st.-germain
27035,cut in three pieces
27036,preferably chunky
27037,"2 sticks, softened, more for greasing baking sheets"
27038,not vermicelli
27039,"raw,peeled"
27040,"grated,about 1 cup"
27041,"minced, fresh, like jalapeño or thai, or more to taste"
27042,"cubed, plus more to butter pan"
27043,"coarsely ground, white grits may be substituted"
27044,more for buttering casserole
27045,beaten until frothy
27046,"fresh, 4 small to medium ears"
27047,firmly packed coarsely chopped fresh
27048,"chopped, or 1/3 cup firmly packed sliced chives"
27049,"crackers or sliced, for serving"
27050,"thick-cut,diced"
27051,"stewing, cut into 1 1/2 -inch pieces, patted dry"
27052,"1 bay leaf, 3 sprigs fresh thyme and 3 sprigs parsley, tied together"
27053,"green shoots removed, minced"
27054,sliced a little less than 1/2 inch thick
27055,for dredging about 1/2 cup
27056,"fresh,chopped"
27057,"freshly ground, for rim 1/2 lime, cut into sections"
27058,"fresh, like basil, tarragon, thyme, chives or mint loosely packed and not chopped"
27059,"more for serving, optional"
27060,"fresh,thawed"
27061,"seeded and minced, optional"
27062,"cooked, for stuffing, optional"
27063,"preferably a white onion, chopped, soaked for five minutes in cold water, drained, rinsed and drained again on paper towels"
27064,as needed optional
27065,2 inches thick 4 to 6 ounces each
27066,1/2 inch thick
27067,plus oil for grill
27068,clam broth or water
27069,"shelled, chopped into pieces roughly 1/2-inch thick, shells reserved"
27070,"shucked, kernels cut off, cobs and kernels reserved"
27071,"leaves cut into fine ribbons, stems reserved"
27072,"chopped, juice reserved"
27073,or large ripe
27074,1/2 recipe
27075,"small, about 1 2/3 cups, rinsed and picked over for stones"
27076,chopped or thinly sliced
27077,"optional, or 2 chopped fresh ripe"
27078,2 large bunches
27079,1 large bunch
27080,"shelled,1 ounce"
27081,"2 good-size bunches, coarsely chopped"
27082,"1 1/2 bunches, coarsely chopped"
27083,"soaking water from the, as needed"
27084,"center-cut skin-on,3 ounces each"
27085,barely sweetened and flavored with 1 teaspoon almond extract
27086,"freshly ground,or to taste"
27087,"minced fresh,or 2 tablespoons dried dill"
27088,"fresh or frozen shelled, soybeans"
27089,"cooked,for serving, optional"
27090,rounded
27091,or extra-large
27092,a 6-ounce box
27093,rounded
27094,of your choice
27095,cut away from the ribs
27096,"cut in julienne take several thin slices of cucumber, stack them and cut them in thin strips"
27097,cut in very thin strips
27098,shredded poached
27099,"raw,shelled, washed and deveined"
27100,"fresh,picked over for cartilage"
27101,"preferably thai, minced"
27102,cored and roughly chopped about 8 cups
27103,cut into 1/2-inch cubes about 2 ounces
27104,connective tissue removed
27105,"fresh, peeled and slivered"
27106,"preferably homemade, plus more as needed"
27107,1 1/4-inch thick
27108,like huy fong
27109,"about 1 pound, cored, leaves rinsed and thoroughly dried"
27110,"8 ounces,plus more for greasing pan"
27111,1 diced and 2 coarsely chopped
27112,"sliced,optional"
27113,"roasting,4 to 5 pounds"
27114,"whole, unpeeled, small"
27115,peeled and cut into 3- to 4-inch chunks
27116,"preferably long asian eggplants, diced"
27117,"peeled, halved, green shoots removed"
27118,stemmed and minced
27119,"boneless, skinless, rinsed and dried, cut into small dice or minced"
27120,seeded and cut in 1-inch squares
27121,"dried,flakes to taste"
27122,"white and green parts, cut on the diagonal into 1-inch lengths"
27123,"cooked,for serving"
27124,strings and stems removed
27125,"medium,shelled and deveined"
27126,cut into 1-inch squares
27127,"trimmed and cut into 1-inch lengths, dark green parts separated"
27128,"2 smaller bunches, such as swiss chard, beet greens, turnip greens or kale about 1 1/2 pounds, stemmed and washed well in several changes of water"
27129,cut in 1/4- by 2-inch strips
27130,minced or grated fresh
27131,for rimming the glass
27132,cocoa-infused
27133,or raspberry sorbet
27134,frozen are fine
27135,"or 1 teaspoon sugar, or to taste"
27136,"boneless, skinless, about 10 ounces, rinsed and patted dry"
27137,"salted roasted, roughly chopped"
27138,diced small about 1 cup
27139,kernels sliced off the cob about 1 1/2 cups
27140,"from the thick end, peeled and diced"
27141,"of 1/2 bay leaf; 1 large clove garlic, smashed; a handful of parsley stems; 1/4 teaspoon dried thyme; and 5 peppercorns, all tied in cheesecloth"
27142,or 4 1-inch pieces of leek
27143,or the thin ends of larger ones
27144,or 3 new
27145,"about 3 pounds, cut into 2 drumsticks, 2 thighs, and 4 breast halves with wing attached save or discard back"
27146,"such as chuck or sirloin, very thinly sliced"
27147,cut crosswise into large pieces optional
27148,korean chili paste
27149,1 large bunch or 2 medium bunches
27150,sliced in half moons across the grain
27151,"such as cannelini, borlotti, or purple runners, shelled about 1 3/4 cups shelled"
27152,"preferably fingerlings or yukon golds, cut in 1-inch pieces"
27153,"made with a sprig each thyme and parsley or basil, a bay leaf and a parmesan rind"
27154,"fresh,optional"
27155,"freshly grated, for serving"
27156,"made with a few sprigs each of parsley and thyme, a sprig of sage and a bay leaf"
27157,"or 3, minced"
27158,shelled about 1 3/4 cups shelled
27159,"to taste, peeled and crushed"
27160,"made with a sprig each parsley and sage, and a bay leaf"
27161,"about 10 ounces, peeled and diced"
27162,"about 1 1/2 pounds, peeled and cut into 1-inch chunks"
27163,"preferably red, chopped"
27164,"minced fresh hot, like jalapeño"
27165,"cooked, drained canned are fine"
27166,rinsed of excess salt
27167,"packed,finely chopped"
27168,"cored, seeded, chopped"
27169,"ground,to taste"
27170,"slices, optional"
27171,"about 10 ounces, cut into chunks but not seeded"
27172,plus a pinch for the filling
27173,"grated, for sprinkling"
27174,"1 1/2 pounds, halved lengthwise and thinly sliced"
27175,"fresh, 3/4 pound, stemmed and cut in half lengthwise"
27176,crumbled about 6 tablespoons
27177,"good-quality, for drizzling, optional"
27178,"cut in half, green shoot removed"
27179,"freshly grated, plus additional for sprinkling pecorino can be substituted for some of the parmesan"
27180,"stems trimmed, or broccoli, broken or cut into small florets stems set aside for another purpose"
27181,plus more for coating
27182,"boneless, skinless, quartered, or 24 wings"
27183,gojuchang
27184,"toasted, more for garnish"
27185,"3 ounces, chopped"
27186,"or 2 small bunches, with their greens"
27187,"coarsely chopped, about 2 1/2 ounces"
27188,"about 4 thick slices, crusts removed, soaked briefly in water and squeezed dry"
27189,"thick, more to taste"
27190,"cored, seeded and roughly chopped"
27191,"chickpeas, drained"
27192,"a twist or, for garnish"
27193,"scrubbed, trimmed and cut into 1-inch chunks"
27194,"extra large, shelled"
27195,"generous, thick stems cut away about 4 cups, washed and dried"
27196,"wiped clean, trimmed and sliced"
27197,"thinly sliced, from the heart of the celery"
27198,"crumbled, 1 ounce"
27199,"green shoot removed, minced or pureed"
27200,"sliced, more for garnish"
27201,zest and juice
27202,"about 6 endives, quartered lengthwise"
27203,"broken, pieces"
27204,"grated, 2 ounces"
27205,"washed, picked over and soaked for six hours or overnight in 2 quarts water"
